,composition,elements,label,for_test
mp-32530,"{'Li': 12.0, 'V': 8.0, 'P': 12.0, 'O': 48.0}","('Li', 'O', 'P', 'V')",OTHERS,False
mp-1008920,"{'Mn': 2.0, 'Ge': 1.0}","('Ge', 'Mn')",OTHERS,False
mp-27410,"{'P': 3.0, 'Sn': 4.0}","('P', 'Sn')",OTHERS,False
mp-1095969,"{'Mn': 1.0, 'Nb': 2.0, 'Cr': 1.0}","('Cr', 'Mn', 'Nb')",OTHERS,False
mp-1225885,"{'Cu': 2.0, 'Ni': 1.0, 'Sn': 1.0, 'Se': 4.0}","('Cu', 'Ni', 'Se', 'Sn')",OTHERS,False
mp-1247345,"{'Ba': 6.0, 'Fe': 4.0, 'N': 8.0}","('Ba', 'Fe', 'N')",OTHERS,False
mp-21065,"{'Si': 4.0, 'P': 8.0}","('P', 'Si')",OTHERS,False
mp-1103571,"{'Al': 2.0, 'Si': 2.0, 'O': 11.0}","('Al', 'O', 'Si')",OTHERS,False
mp-1095419,"{'Ta': 4.0, 'Cr': 4.0, 'P': 4.0}","('Cr', 'P', 'Ta')",OTHERS,False
mp-7574,"{'B': 2.0, 'Al': 2.0, 'Mo': 2.0}","('Al', 'B', 'Mo')",OTHERS,False
mp-26875,"{'Li': 8.0, 'O': 16.0, 'P': 4.0, 'Cu': 4.0}","('Cu', 'Li', 'O', 'P')",OTHERS,False
mp-1103857,"{'U': 2.0, 'Mn': 8.0, 'P': 4.0}","('Mn', 'P', 'U')",OTHERS,False
mp-1217081,"{'Ti': 3.0, 'Al': 5.0}","('Al', 'Ti')",OTHERS,False
mp-758997,"{'Li': 3.0, 'Cu': 3.0, 'C': 3.0, 'O': 9.0}","('C', 'Cu', 'Li', 'O')",OTHERS,False
mp-1182130,"{'C': 6.0, 'I': 2.0, 'N': 2.0}","('C', 'I', 'N')",OTHERS,False
mp-1226793,"{'Ce': 4.0, 'Ni': 8.0, 'B': 12.0}","('B', 'Ce', 'Ni')",OTHERS,False
mp-542181,"{'Eu': 2.0, 'K': 6.0, 'V': 4.0, 'O': 16.0}","('Eu', 'K', 'O', 'V')",OTHERS,False
mp-864991,"{'Ca': 2.0, 'Ag': 1.0, 'Pb': 1.0}","('Ag', 'Ca', 'Pb')",OTHERS,False
mp-504495,"{'Na': 4.0, 'Zn': 4.0, 'Mo': 4.0, 'O': 20.0, 'H': 4.0}","('H', 'Mo', 'Na', 'O', 'Zn')",OTHERS,False
mp-653559,"{'P': 16.0, 'Se': 12.0, 'I': 8.0}","('I', 'P', 'Se')",OTHERS,False
mp-23996,"{'H': 16.0, 'Be': 2.0, 'O': 16.0, 'S': 2.0}","('Be', 'H', 'O', 'S')",OTHERS,False
mp-570527,"{'Yb': 20.0, 'Au': 16.0}","('Au', 'Yb')",OTHERS,False
mp-1249385,"{'Ba': 2.0, 'Ti': 2.0, 'Al': 1.0, 'Tl': 1.0, 'O': 7.0}","('Al', 'Ba', 'O', 'Ti', 'Tl')",OTHERS,False
mp-1206002,"{'Er': 6.0, 'Fe': 1.0, 'Bi': 2.0}","('Bi', 'Er', 'Fe')",OTHERS,False
mp-581681,"{'Ca': 42.0, 'Mn': 8.0, 'Sb': 36.0}","('Ca', 'Mn', 'Sb')",OTHERS,False
mp-1206973,"{'Fe': 2.0, 'Co': 2.0, 'Ge': 2.0}","('Co', 'Fe', 'Ge')",OTHERS,False
mp-1218764,"{'Sr': 2.0, 'Tb': 1.0, 'Cu': 2.0, 'Ir': 1.0, 'O': 8.0}","('Cu', 'Ir', 'O', 'Sr', 'Tb')",OTHERS,False
mp-554747,"{'Li': 20.0, 'La': 12.0, 'Nb': 8.0, 'O': 48.0}","('La', 'Li', 'Nb', 'O')",OTHERS,False
mp-1187264,"{'Tb': 2.0, 'Ni': 1.0, 'Ir': 1.0}","('Ir', 'Ni', 'Tb')",OTHERS,False
mvc-16518,"{'Ca': 4.0, 'Ta': 4.0, 'Cr': 2.0, 'O': 16.0}","('Ca', 'Cr', 'O', 'Ta')",OTHERS,False
mp-1227730,"{'Ca': 4.0, 'Fe': 3.0, 'As': 8.0, 'Pt': 1.0}","('As', 'Ca', 'Fe', 'Pt')",OTHERS,False
mp-1184192,"{'Er': 6.0, 'Tm': 2.0}","('Er', 'Tm')",OTHERS,False
mp-505262,"{'Gd': 2.0, 'Se': 2.0, 'Cu': 2.0, 'O': 2.0}","('Cu', 'Gd', 'O', 'Se')",OTHERS,False
mp-1174519,"{'Li': 5.0, 'Mn': 3.0, 'O': 8.0}","('Li', 'Mn', 'O')",OTHERS,False
mp-569696,"{'La': 1.0, 'Al': 2.0, 'Ga': 2.0}","('Al', 'Ga', 'La')",OTHERS,False
mp-1184692,"{'Ho': 2.0, 'Zn': 1.0, 'Pt': 1.0}","('Ho', 'Pt', 'Zn')",OTHERS,False
mp-772617,"{'Zn': 4.0, 'N': 8.0, 'O': 24.0}","('N', 'O', 'Zn')",OTHERS,False
mp-1210330,"{'Na': 8.0, 'Zr': 4.0, 'Ge': 10.0, 'H': 2.0, 'O': 32.0}","('Ge', 'H', 'Na', 'O', 'Zr')",OTHERS,False
mp-29743,"{'O': 56.0, 'Sr': 20.0, 'U': 12.0}","('O', 'Sr', 'U')",OTHERS,False
mp-1210278,"{'Pu': 8.0, 'Mo': 16.0, 'O': 64.0}","('Mo', 'O', 'Pu')",OTHERS,False
mp-1203156,"{'Y': 8.0, 'Cd': 8.0, 'Bi': 8.0, 'O': 32.0}","('Bi', 'Cd', 'O', 'Y')",OTHERS,False
mp-1205834,"{'Er': 2.0, 'Al': 4.0, 'Ni': 1.0, 'Ge': 2.0}","('Al', 'Er', 'Ge', 'Ni')",OTHERS,False
mp-4007,"{'Si': 2.0, 'Ni': 2.0, 'Nd': 1.0}","('Nd', 'Ni', 'Si')",OTHERS,False
mp-1018900,"{'Pr': 2.0, 'Cu': 2.0, 'Pb': 2.0}","('Cu', 'Pb', 'Pr')",OTHERS,False
mp-1228832,"{'Al': 1.0, 'Ni': 6.0, 'Ge': 1.0}","('Al', 'Ge', 'Ni')",OTHERS,False
mp-1205555,"{'U': 2.0, 'Si': 2.0, 'Os': 4.0, 'C': 2.0}","('C', 'Os', 'Si', 'U')",OTHERS,False
mp-1178538,"{'Ba': 4.0, 'Ca': 4.0, 'I': 16.0}","('Ba', 'Ca', 'I')",OTHERS,False
mp-754942,"{'Sr': 2.0, 'Sm': 4.0, 'O': 8.0}","('O', 'Sm', 'Sr')",OTHERS,False
mp-652101,"{'Zn': 20.0, 'Fe': 2.0, 'B': 16.0, 'Rh': 36.0}","('B', 'Fe', 'Rh', 'Zn')",OTHERS,False
Al 50.0 Pt 36.0 Sm 14.0,"{'Al': 50.0, 'Pt': 36.0, 'Sm': 14.0}","('Al', 'Pt', 'Sm')",OTHERS,False
mp-972472,"{'Sn': 1.0, 'As': 3.0}","('As', 'Sn')",OTHERS,False
mp-769626,"{'Li': 4.0, 'Mn': 2.0, 'Nb': 3.0, 'Fe': 3.0, 'O': 16.0}","('Fe', 'Li', 'Mn', 'Nb', 'O')",OTHERS,False
mp-573051,"{'Re': 6.0, 'O': 18.0, 'F': 6.0}","('F', 'O', 'Re')",OTHERS,False
mp-1186693,"{'Pr': 2.0, 'Mg': 1.0, 'Cd': 1.0}","('Cd', 'Mg', 'Pr')",OTHERS,False
mp-2503,"{'Se': 8.0, 'Pd': 14.0}","('Pd', 'Se')",OTHERS,False
mp-1186346,"{'Np': 1.0, 'Sn': 1.0, 'O': 3.0}","('Np', 'O', 'Sn')",OTHERS,False
mp-1196261,"{'Sb': 8.0, 'Xe': 4.0, 'F': 38.0}","('F', 'Sb', 'Xe')",OTHERS,False
mp-1103729,"{'Na': 1.0, 'Ge': 6.0, 'As': 6.0}","('As', 'Ge', 'Na')",OTHERS,False
mp-510728,"{'Co': 1.0, 'Mn': 1.0, 'N': 12.0, 'H': 18.0, 'C': 6.0}","('C', 'Co', 'H', 'Mn', 'N')",OTHERS,False
mp-765725,"{'Na': 3.0, 'Li': 5.0, 'Mn': 5.0, 'O': 9.0}","('Li', 'Mn', 'Na', 'O')",OTHERS,False
mp-756075,"{'Cr': 1.0, 'Te': 1.0, 'W': 2.0, 'O': 12.0}","('Cr', 'O', 'Te', 'W')",OTHERS,False
mp-722344,"{'K': 1.0, 'Ca': 4.0, 'B': 22.0, 'H': 18.0, 'Cl': 1.0, 'O': 46.0}","('B', 'Ca', 'Cl', 'H', 'K', 'O')",OTHERS,False
mp-362,"{'Ni': 6.0, 'S': 4.0}","('Ni', 'S')",OTHERS,False
mp-1181143,"{'K': 4.0, 'Tb': 4.0, 'N': 16.0, 'O': 56.0}","('K', 'N', 'O', 'Tb')",OTHERS,False
mp-1094552,"{'Mg': 6.0, 'Sb': 6.0}","('Mg', 'Sb')",OTHERS,False
mp-1219321,"{'Sm': 4.0, 'Cr': 1.0, 'Fe': 33.0}","('Cr', 'Fe', 'Sm')",OTHERS,False
mp-1178360,"{'Dy': 4.0, 'In': 4.0, 'O': 12.0}","('Dy', 'In', 'O')",OTHERS,False
mp-1218644,"{'Sr': 5.0, 'Ca': 1.0, 'Cu': 4.0, 'Bi': 4.0, 'O': 8.0}","('Bi', 'Ca', 'Cu', 'O', 'Sr')",OTHERS,False
mp-1029125,"{'Te': 2.0, 'Mo': 1.0, 'W': 3.0, 'Se': 2.0, 'S': 4.0}","('Mo', 'S', 'Se', 'Te', 'W')",OTHERS,False
mp-753120,"{'W': 4.0, 'O': 4.0, 'F': 16.0}","('F', 'O', 'W')",OTHERS,False
mp-29151,"{'Li': 5.0, 'N': 1.0, 'Cl': 2.0}","('Cl', 'Li', 'N')",OTHERS,False
mp-759214,"{'Co': 4.0, 'P': 12.0, 'O': 36.0}","('Co', 'O', 'P')",OTHERS,False
mp-569913,"{'Ce': 6.0, 'Si': 2.0, 'Pt': 10.0}","('Ce', 'Pt', 'Si')",OTHERS,False
mp-1220045,"{'Os': 3.0, 'W': 3.0, 'C': 2.0}","('C', 'Os', 'W')",OTHERS,False
mp-1245610,"{'Si': 12.0, 'Sb': 20.0, 'N': 36.0}","('N', 'Sb', 'Si')",OTHERS,False
mp-1225095,"{'H': 4.0, 'Ru': 4.0, 'Rh': 4.0, 'C': 24.0, 'O': 24.0}","('C', 'H', 'O', 'Rh', 'Ru')",OTHERS,False
mp-541870,"{'K': 4.0, 'Al': 8.0, 'P': 8.0, 'O': 44.0, 'H': 20.0}","('Al', 'H', 'K', 'O', 'P')",OTHERS,False
mp-714885,"{'V': 2.0, 'O': 2.0}","('O', 'V')",OTHERS,False
mp-1038709,"{'Cs': 1.0, 'Mg': 30.0, 'Ga': 1.0, 'O': 32.0}","('Cs', 'Ga', 'Mg', 'O')",OTHERS,False
mp-743603,"{'Li': 3.0, 'Ti': 3.0, 'Fe': 1.0, 'P': 6.0, 'O': 24.0}","('Fe', 'Li', 'O', 'P', 'Ti')",OTHERS,False
mp-1100586,"{'Li': 9.0, 'Mn': 2.0, 'Co': 5.0, 'O': 16.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,False
mp-1179515,"{'Sc': 6.0, 'Ru': 2.0, 'C': 8.0}","('C', 'Ru', 'Sc')",OTHERS,False
mp-1223486,"{'La': 18.0, 'Al': 10.0, 'Se': 42.0}","('Al', 'La', 'Se')",OTHERS,False
mp-770831,"{'Na': 6.0, 'Co': 2.0, 'B': 2.0, 'S': 2.0, 'O': 14.0}","('B', 'Co', 'Na', 'O', 'S')",OTHERS,False
mp-11734,"{'O': 6.0, 'Mg': 1.0, 'Sr': 2.0, 'Re': 1.0}","('Mg', 'O', 'Re', 'Sr')",OTHERS,False
mp-1193559,"{'Rb': 4.0, 'S': 4.0, 'N': 4.0, 'O': 16.0}","('N', 'O', 'Rb', 'S')",OTHERS,False
mp-764980,"{'Li': 4.0, 'Mn': 4.0, 'F': 20.0}","('F', 'Li', 'Mn')",OTHERS,False
mp-778364,"{'Na': 12.0, 'Ti': 4.0, 'O': 14.0}","('Na', 'O', 'Ti')",OTHERS,False
mp-8176,"{'O': 2.0, 'Rb': 1.0, 'Tl': 1.0}","('O', 'Rb', 'Tl')",OTHERS,False
mp-1196125,"{'Si': 14.0, 'H': 84.0, 'C': 28.0}","('C', 'H', 'Si')",OTHERS,False
mp-690435,"{'Li': 7.0, 'Mn': 11.0, 'O': 24.0}","('Li', 'Mn', 'O')",OTHERS,False
mp-5900,"{'F': 32.0, 'Zr': 4.0, 'Ba': 8.0}","('Ba', 'F', 'Zr')",OTHERS,False
mp-775804,"{'Li': 12.0, 'Sb': 4.0, 'S': 12.0}","('Li', 'S', 'Sb')",OTHERS,False
mp-29598,"{'N': 14.0, 'Na': 2.0, 'P': 8.0}","('N', 'Na', 'P')",OTHERS,False
mp-1080277,"{'Ce': 6.0, 'Se': 12.0}","('Ce', 'Se')",OTHERS,False
mp-1185851,"{'Mg': 2.0, 'C': 2.0}","('C', 'Mg')",OTHERS,False
mp-761745,"{'Sr': 2.0, 'Cd': 4.0, 'H': 32.0, 'Br': 12.0, 'O': 16.0}","('Br', 'Cd', 'H', 'O', 'Sr')",OTHERS,False
mp-2201,"{'Se': 1.0, 'Pb': 1.0}","('Pb', 'Se')",OTHERS,False
mp-1227444,"{'Bi': 1.0, 'Pb': 1.0, 'Br': 1.0, 'O': 2.0}","('Bi', 'Br', 'O', 'Pb')",OTHERS,False
mp-755409,"{'Li': 5.0, 'Mn': 2.0, 'Cu': 3.0, 'O': 10.0}","('Cu', 'Li', 'Mn', 'O')",OTHERS,False
mp-510262,"{'O': 2.0, 'Cs': 6.0}","('Cs', 'O')",OTHERS,False
mp-1195553,"{'Zr': 2.0, 'Zn': 40.0, 'Fe': 4.0}","('Fe', 'Zn', 'Zr')",OTHERS,False
mp-1226753,"{'Cd': 1.0, 'Bi': 1.0, 'I': 1.0, 'O': 2.0}","('Bi', 'Cd', 'I', 'O')",OTHERS,False
mp-693655,"{'Ba': 4.0, 'Sm': 7.0, 'Si': 12.0, 'B': 1.0, 'N': 27.0}","('B', 'Ba', 'N', 'Si', 'Sm')",OTHERS,False
mp-760261,"{'Li': 12.0, 'Cr': 4.0, 'B': 8.0, 'O': 24.0}","('B', 'Cr', 'Li', 'O')",OTHERS,False
mp-1215547,"{'Zn': 3.0, 'Cr': 8.0, 'Fe': 1.0, 'S': 16.0}","('Cr', 'Fe', 'S', 'Zn')",OTHERS,False
mp-540610,"{'K': 4.0, 'U': 14.0, 'O': 44.0}","('K', 'O', 'U')",OTHERS,False
mp-24055,"{'H': 24.0, 'N': 24.0, 'O': 32.0, 'K': 4.0, 'Co': 4.0}","('Co', 'H', 'K', 'N', 'O')",OTHERS,False
mp-22711,"{'Al': 14.0, 'Gd': 2.0, 'Au': 6.0}","('Al', 'Au', 'Gd')",OTHERS,False
mp-1205588,"{'Mn': 6.0, 'Ge': 2.0, 'N': 2.0}","('Ge', 'Mn', 'N')",OTHERS,False
mp-627291,"{'V': 6.0, 'H': 12.0, 'O': 20.0}","('H', 'O', 'V')",OTHERS,False
mp-1237686,"{'Rb': 8.0, 'Al': 4.0, 'H': 16.0, 'N': 8.0}","('Al', 'H', 'N', 'Rb')",OTHERS,False
mp-1079888,"{'Ti': 4.0, 'Se': 4.0}","('Se', 'Ti')",OTHERS,False
mp-29412,"{'Br': 28.0, 'Ta': 12.0}","('Br', 'Ta')",OTHERS,False
mp-4736,"{'O': 56.0, 'P': 20.0, 'Nd': 4.0}","('Nd', 'O', 'P')",OTHERS,False
mp-18998,"{'Sr': 16.0, 'Mn': 12.0, 'O': 40.0}","('Mn', 'O', 'Sr')",OTHERS,False
mp-4495,"{'Li': 2.0, 'K': 2.0, 'Te': 2.0}","('K', 'Li', 'Te')",OTHERS,False
mp-774722,"{'Li': 1.0, 'La': 20.0, 'Cu': 9.0, 'O': 40.0}","('Cu', 'La', 'Li', 'O')",OTHERS,False
mp-1187727,"{'Yb': 1.0, 'Eu': 1.0, 'Zn': 2.0}","('Eu', 'Yb', 'Zn')",OTHERS,False
mp-1210713,"{'Mn': 13.0, 'Fe': 1.0, 'Si': 2.0, 'O': 22.0}","('Fe', 'Mn', 'O', 'Si')",OTHERS,False
mp-980049,"{'Yb': 3.0, 'Re': 1.0}","('Re', 'Yb')",OTHERS,False
mp-18282,"{'O': 16.0, 'Sc': 2.0, 'Zn': 2.0, 'Mo': 6.0}","('Mo', 'O', 'Sc', 'Zn')",OTHERS,False
mp-531213,"{'Ca': 13.0, 'F': 43.0, 'Y': 6.0}","('Ca', 'F', 'Y')",OTHERS,False
mp-757595,"{'H': 24.0, 'S': 8.0, 'N': 8.0, 'O': 24.0}","('H', 'N', 'O', 'S')",OTHERS,False
mp-1008865,"{'Nd': 1.0, 'Cd': 2.0}","('Cd', 'Nd')",OTHERS,False
mp-1097314,"{'Mn': 1.0, 'Ga': 1.0, 'Fe': 2.0}","('Fe', 'Ga', 'Mn')",OTHERS,False
mp-1221406,"{'Na': 3.0, 'Eu': 3.0, 'F': 12.0}","('Eu', 'F', 'Na')",OTHERS,False
mp-1201218,"{'Si': 18.0, 'C': 16.0, 'N': 2.0, 'O': 38.0}","('C', 'N', 'O', 'Si')",OTHERS,False
mp-1187561,"{'Yb': 1.0, 'Ga': 1.0, 'O': 3.0}","('Ga', 'O', 'Yb')",OTHERS,False
mp-1072492,"{'Ca': 2.0, 'C': 4.0}","('C', 'Ca')",OTHERS,False
mp-1205778,"{'Ho': 3.0, 'Cd': 3.0, 'Au': 3.0}","('Au', 'Cd', 'Ho')",OTHERS,False
mp-776576,"{'Li': 2.0, 'Ti': 2.0, 'Mn': 1.0, 'Cr': 2.0, 'P': 6.0, 'O': 24.0}","('Cr', 'Li', 'Mn', 'O', 'P', 'Ti')",OTHERS,False
mp-1223695,"{'In': 1.0, 'Sn': 1.0, 'Te': 2.0}","('In', 'Sn', 'Te')",OTHERS,False
mp-1001835,"{'Li': 2.0, 'B': 2.0}","('B', 'Li')",OTHERS,False
mp-973895,"{'Ni': 3.0, 'H': 1.0}","('H', 'Ni')",OTHERS,False
mp-999263,"{'Rh': 2.0, 'N': 2.0}","('N', 'Rh')",OTHERS,False
mp-1114653,"{'K': 1.0, 'Rb': 2.0, 'Al': 1.0, 'Cl': 6.0}","('Al', 'Cl', 'K', 'Rb')",OTHERS,False
mp-1094554,"{'Mg': 8.0, 'Sb': 4.0}","('Mg', 'Sb')",OTHERS,False
mp-34501,"{'Fe': 4.0, 'Co': 2.0, 'O': 8.0}","('Co', 'Fe', 'O')",OTHERS,False
mp-1025347,"{'Ti': 2.0, 'Co': 1.0, 'Se': 4.0}","('Co', 'Se', 'Ti')",OTHERS,False
mp-556458,"{'Ba': 3.0, 'Ca': 3.0, 'C': 6.0, 'O': 18.0}","('Ba', 'C', 'Ca', 'O')",OTHERS,False
mp-757826,"{'Cs': 1.0, 'Ca': 1.0, 'N': 3.0, 'O': 6.0}","('Ca', 'Cs', 'N', 'O')",OTHERS,False
mp-1223419,"{'K': 2.0, 'Si': 10.0, 'B': 2.0, 'O': 26.0}","('B', 'K', 'O', 'Si')",OTHERS,False
mp-1096027,"{'Ti': 2.0, 'Zn': 1.0, 'Rh': 1.0}","('Rh', 'Ti', 'Zn')",OTHERS,False
mp-1200006,"{'Ag': 16.0, 'H': 128.0, 'C': 48.0, 'S': 32.0, 'N': 16.0, 'O': 48.0}","('Ag', 'C', 'H', 'N', 'O', 'S')",OTHERS,False
mp-1210341,"{'Na': 8.0, 'Al': 6.0, 'Si': 6.0, 'N': 2.0, 'O': 24.0}","('Al', 'N', 'Na', 'O', 'Si')",OTHERS,False
mp-30843,"{'Sr': 28.0, 'Pt': 12.0}","('Pt', 'Sr')",OTHERS,False
mp-556201,"{'Ag': 2.0, 'Sb': 2.0, 'C': 4.0, 'N': 4.0, 'Cl': 4.0, 'F': 12.0}","('Ag', 'C', 'Cl', 'F', 'N', 'Sb')",OTHERS,False
mvc-15475,"{'Al': 1.0, 'Ag': 1.0, 'O': 3.0}","('Ag', 'Al', 'O')",OTHERS,False
Ag 49.0 Ga 34.0 Gd 17.0,"{'Ag': 49.0, 'Ga': 34.0, 'Gd': 17.0}","('Ag', 'Ga', 'Gd')",OTHERS,False
mp-1208552,"{'Tb': 4.0, 'Al': 18.0, 'Ir': 6.0}","('Al', 'Ir', 'Tb')",OTHERS,False
mp-665747,"{'Eu': 4.0, 'Ag': 4.0}","('Ag', 'Eu')",OTHERS,False
mp-6425,"{'Li': 6.0, 'O': 24.0, 'P': 6.0, 'In': 4.0}","('In', 'Li', 'O', 'P')",OTHERS,False
mp-759823,"{'Li': 12.0, 'Cu': 12.0, 'P': 12.0, 'O': 48.0}","('Cu', 'Li', 'O', 'P')",OTHERS,False
mp-27556,"{'O': 24.0, 'Nb': 8.0, 'Cs': 8.0}","('Cs', 'Nb', 'O')",OTHERS,False
mp-27760,"{'Pr': 2.0, 'Si': 4.0}","('Pr', 'Si')",OTHERS,False
mp-28645,"{'N': 2.0, 'Ca': 2.0, 'Ni': 2.0}","('Ca', 'N', 'Ni')",OTHERS,False
mp-753239,"{'Li': 2.0, 'Sn': 2.0, 'P': 2.0, 'H': 2.0, 'O': 10.0}","('H', 'Li', 'O', 'P', 'Sn')",OTHERS,False
mp-755944,"{'Li': 3.0, 'Fe': 2.0, 'Co': 2.0, 'O': 8.0}","('Co', 'Fe', 'Li', 'O')",OTHERS,False
mp-646609,"{'U': 4.0, 'In': 2.0, 'Rh': 4.0}","('In', 'Rh', 'U')",OTHERS,False
Fe 46.0 Al 38.0 Sc 16.0,"{'Fe': 46.0, 'Al': 38.0, 'Sc': 16.0}","('Al', 'Fe', 'Sc')",OTHERS,False
mp-973738,"{'Ge': 1.0, 'B': 1.0, 'O': 3.0}","('B', 'Ge', 'O')",OTHERS,False
mp-1209298,"{'Rb': 2.0, 'P': 30.0}","('P', 'Rb')",OTHERS,False
mp-684642,"{'S': 18.0, 'N': 18.0}","('N', 'S')",OTHERS,False
mp-10209,"{'Al': 3.0, 'Ni': 1.0, 'Ge': 2.0, 'Y': 3.0}","('Al', 'Ge', 'Ni', 'Y')",OTHERS,False
mp-12569,"{'B': 16.0, 'Pr': 4.0}","('B', 'Pr')",OTHERS,False
mp-1223708,"{'K': 2.0, 'Mo': 8.0, 'O': 13.0}","('K', 'Mo', 'O')",OTHERS,False
mp-560060,"{'Nd': 2.0, 'Sn': 4.0, 'P': 20.0, 'Cl': 74.0, 'O': 24.0}","('Cl', 'Nd', 'O', 'P', 'Sn')",OTHERS,False
mp-571079,"{'Tl': 2.0, 'Cl': 2.0}","('Cl', 'Tl')",OTHERS,False
mp-1199182,"{'K': 8.0, 'Cu': 16.0, 'Sb': 8.0, 'Se': 24.0}","('Cu', 'K', 'Sb', 'Se')",OTHERS,False
mp-1076681,"{'Ba': 1.0, 'Sr': 7.0, 'Co': 6.0, 'Cu': 2.0, 'O': 24.0}","('Ba', 'Co', 'Cu', 'O', 'Sr')",OTHERS,False
mp-1019091,"{'La': 2.0, 'Se': 4.0}","('La', 'Se')",OTHERS,False
mp-645158,"{'La': 4.0, 'Mn': 4.0, 'O': 12.0}","('La', 'Mn', 'O')",OTHERS,False
mvc-5781,"{'Zn': 4.0, 'Ir': 2.0, 'W': 2.0, 'O': 12.0}","('Ir', 'O', 'W', 'Zn')",OTHERS,False
mp-974417,"{'Re': 3.0, 'Sb': 1.0}","('Re', 'Sb')",OTHERS,False
mp-12651,"{'Mg': 4.0, 'Pt': 4.0}","('Mg', 'Pt')",OTHERS,False
mp-1038767,"{'Mg': 4.0, 'Cd': 4.0}","('Cd', 'Mg')",OTHERS,False
mp-1179617,"{'W': 17.0, 'O': 47.0}","('O', 'W')",OTHERS,False
mvc-10584,"{'Ca': 2.0, 'V': 6.0, 'P': 6.0, 'O': 26.0}","('Ca', 'O', 'P', 'V')",OTHERS,False
mvc-9655,"{'Pr': 2.0, 'W': 4.0, 'O': 12.0}","('O', 'Pr', 'W')",OTHERS,False
mp-635469,"{'Ce': 2.0, 'Cu': 2.0, 'S': 2.0, 'O': 2.0}","('Ce', 'Cu', 'O', 'S')",OTHERS,False
mp-770815,"{'Cs': 12.0, 'Y': 4.0, 'O': 12.0}","('Cs', 'O', 'Y')",OTHERS,False
mp-752655,"{'Li': 4.0, 'Nb': 2.0, 'Fe': 3.0, 'Ni': 3.0, 'O': 16.0}","('Fe', 'Li', 'Nb', 'Ni', 'O')",OTHERS,False
mp-1225750,"{'Er': 2.0, 'Si': 3.0}","('Er', 'Si')",OTHERS,False
mp-669435,"{'K': 4.0, 'La': 4.0, 'C': 4.0, 'O': 16.0}","('C', 'K', 'La', 'O')",OTHERS,False
mp-555835,"{'Gd': 12.0, 'Sc': 8.0, 'Ga': 12.0, 'O': 48.0}","('Ga', 'Gd', 'O', 'Sc')",OTHERS,False
mp-1077593,"{'Sm': 2.0, 'Sn': 4.0}","('Sm', 'Sn')",OTHERS,False
mp-849295,"{'Fe': 2.0, 'B': 2.0, 'O': 6.0}","('B', 'Fe', 'O')",OTHERS,False
mp-6331,"{'B': 8.0, 'O': 28.0, 'Na': 8.0, 'Y': 8.0}","('B', 'Na', 'O', 'Y')",OTHERS,False
mp-1185369,"{'Li': 1.0, 'Lu': 1.0, 'In': 2.0}","('In', 'Li', 'Lu')",OTHERS,False
mp-1213040,"{'Er': 1.0, 'Mn': 4.0, 'Cu': 3.0, 'O': 12.0}","('Cu', 'Er', 'Mn', 'O')",OTHERS,False
mp-555273,"{'Ca': 12.0, 'Ge': 4.0, 'Cl': 8.0, 'O': 16.0}","('Ca', 'Cl', 'Ge', 'O')",OTHERS,False
mp-1201508,"{'K': 16.0, 'Si': 16.0}","('K', 'Si')",OTHERS,False
mp-684969,"{'Sc': 4.0, 'S': 6.0}","('S', 'Sc')",OTHERS,False
mp-758790,"{'Li': 4.0, 'Fe': 4.0, 'P': 16.0, 'O': 48.0}","('Fe', 'Li', 'O', 'P')",OTHERS,False
mp-1208093,"{'V': 2.0, 'Cu': 3.0, 'O': 11.0}","('Cu', 'O', 'V')",OTHERS,False
mp-540482,"{'Li': 2.0, 'Cr': 2.0, 'P': 4.0, 'O': 14.0}","('Cr', 'Li', 'O', 'P')",OTHERS,False
mp-684606,"{'Cu': 27.0, 'Se': 20.0}","('Cu', 'Se')",OTHERS,False
mp-773139,"{'Li': 4.0, 'V': 3.0, 'Sb': 5.0, 'O': 16.0}","('Li', 'O', 'Sb', 'V')",OTHERS,False
mp-1006330,"{'Ce': 3.0, 'Cu': 1.0}","('Ce', 'Cu')",OTHERS,False
mp-626644,"{'Ca': 1.0, 'H': 2.0, 'O': 2.0}","('Ca', 'H', 'O')",OTHERS,False
mp-1094383,"{'Mg': 4.0, 'Ti': 4.0}","('Mg', 'Ti')",OTHERS,False
mp-1074645,"{'Mg': 8.0, 'Si': 4.0}","('Mg', 'Si')",OTHERS,False
mp-1193092,"{'Er': 2.0, 'Be': 26.0}","('Be', 'Er')",OTHERS,False
mp-977534,"{'Zr': 1.0, 'Nb': 1.0, 'Tc': 2.0}","('Nb', 'Tc', 'Zr')",OTHERS,False
mp-1192121,"{'Tb': 4.0, 'Re': 4.0, 'B': 16.0}","('B', 'Re', 'Tb')",OTHERS,False
mp-977012,"{'H': 6.0, 'Pb': 1.0, 'C': 1.0, 'Br': 3.0, 'N': 1.0}","('Br', 'C', 'H', 'N', 'Pb')",OTHERS,False
mp-542314,"{'Nd': 2.0, 'Cu': 2.0, 'S': 2.0, 'O': 2.0}","('Cu', 'Nd', 'O', 'S')",OTHERS,False
mp-1174327,"{'Li': 8.0, 'Co': 6.0, 'O': 14.0}","('Co', 'Li', 'O')",OTHERS,False
mp-1100768,"{'Tb': 1.0, 'Cd': 1.0, 'Hg': 2.0}","('Cd', 'Hg', 'Tb')",OTHERS,False
