reactant,product,XLogP,TPSA
C#CC(C)(C)N1CCC(O)N(c2nnc(C(F)(F)F)s2)C1=O.Cc1ccccc1S(=O)(=O)O,C#CC(C)(C)N1CCC(OC)N(c2nnc(C(F)(F)F)s2)C1=O,1.8,86.8
C=CCc1nnc(N)s1.O=C(Cl)Cl,C=CCc1nnc(N=C=O)s1,2.6,83.4
C=CCc1nnc(NC(=O)N(CCl)CCC=O)s1,C=CCc1nnc(N2C(=O)N(CCl)CCC2O)s1,1.5,97.8
C=CCc1nnc(N2C(=O)N(CCl)CCC2O)s1.Cc1ccccc1S(=O)(=O)O,C=CCc1nnc(N2C(=O)N(CCl)CCC2OC)s1,2.0,86.8
Cc1ccc(N2CCNCC2)cc1.ClCCCBr,Cc1ccc(N2CCN(CCCCl)CC2)cc1,3.2,6.5
ClCCCN1CCN(c2ccccc2Cl)CC1.O=C1CCCc2c(O)cccc21,O=C1CCCc2c(OCCCN3CCN(c4ccccc4Cl)CC3)cccc21,4.6,32.8
ClCCCN1CCN(c2ccc(Cl)cc2)CC1.O=C1CCCc2c(O)cccc21,O=C1CCCc2c(OCCCN3CCN(c4ccc(Cl)cc4)CC3)cccc21,5.1,32.8
Cc1ccccc1N1CCN(CCCCl)CC1.O=C1CCCc2c(O)cccc21,Cc1ccccc1N1CCN(CCCOc2cccc3c2CCCC3=O)CC1,4.3,32.8
COc1ccccc1N1CCN(CCCCl)CC1.O=C1CCCc2c(O)cccc21,COc1ccccc1N1CCN(CCCOc2cccc3c2CCCC3=O)CC1,4.0,42.0
COc1ccc(N2CCN(CCCCl)CC2)cc1.O=C1CCCc2c(O)cccc21,COc1ccc(N2CCN(CCCOc3cccc4c3CCCC4=O)CC2)cc1,4.4,42.0
ClCCCN1CCN(Cc2ccc(Cl)cc2)CC1.O=C1CCCc2c(O)cccc21,O=C1CCCc2c(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cccc21,4.8,32.8
CCc1ccccc1N1CCN(CCCCl)CC1.O=C1CCCc2c(O)cccc21,CCc1ccccc1N1CCN(CCCOc2cccc3c2CCCC3=O)CC1,4.8,32.8
ClCCCN1CCN(Cc2ccc(Br)cc2)CC1.O=C1CCCc2c(O)cccc21,O=C1CCCc2c(OCCCN3CCN(Cc4ccc(Br)cc4)CC3)cccc21,4.9,32.8
COc1ccccc1CN1CCN(CCCCl)CC1.O=C1CCCc2c(O)cccc21,COc1ccccc1CN1CCN(CCCOc2cccc3c2CCCC3=O)CC1,3.7,42.0
CCOc1ccccc1CN1CCN(CCCCl)CC1.O=C1CCCc2c(O)cccc21,CCOc1ccccc1CN1CCN(CCCOc2cccc3c2CCCC3=O)CC1,4.0,42.0
CCOc1ccccc1N1CCN(CCCCl)CC1.O=C1CCCc2c(O)cccc21,CCOc1ccccc1N1CCN(CCCOc2cccc3c2CCCC3=O)CC1,4.3,42.0
O=C1CCCc2c(O)cccc21.OC(CCl)CN1CCN(c2ccc(Cl)cc2)CC1,O=C1CCCc2c(OCC(O)CN3CCN(c4ccc(Cl)cc4)CC3)cccc21,4.1,53.0
CC(C)SCl.O=P(Nc1ccccc1)(c1ccccc1)c1ccccc1,CC(C)SN(c1ccccc1)P(=O)(c1ccccc1)c1ccccc1,5.7,45.6
OC1CCNCC1.c1ccc(-c2cc(C3CO3)no2)cc1,OC1CCN(CC(O)c2cc(-c3ccccc3)on2)CC1,1.1,69.7
OC(CBr)c1cc(-c2ccccc2)on1.OC1CCNCC1,OC1CCN(CC(O)c2cc(-c3ccccc3)on2)CC1,1.1,69.7
OC1CCCNC1.c1ccc(-c2cc(C3CO3)no2)cc1,OC1CCCN(CC(O)c2cc(-c3ccccc3)on2)C1,1.1,69.7
Nc1nnn[nH]1.O=C(O)c1ccc2ccccc2n1,O=C(Nc1nnn[nH]1)c1ccc2ccccc2n1,1.2,96.4
O=C(Cl)c1cc(Cl)c2ccc(Cl)cc2n1.O=C(O)c1cc(Cl)c2ccc(Cl)cc2n1,CCCCc1c(C(=O)Cl)nc2ccccc2c1Cl,5.5,30.0
CCCCc1ccc2nc(C(=O)Nc3nnn[nH]3)cc(Cl)c2c1,O=C(Nc1nnn[nH]1)c1cc(Cl)c2ccccc2n1,1.9,96.4
COc1ccc2nc(C(=O)O)cc(Cl)c2c1.Nc1nnn[nH]1,COc1ccc2nc(C(=O)Nc3nnn[nH]3)cc(Cl)c2c1,1.8,106.0
Cc1ccc2c(Cl)cc(C(=O)O)nc2c1C.Nc1nnn[nH]1,Cc1ccc2c(Cl)cc(C(=O)Nc3nnn[nH]3)nc2c1C,2.6,96.4
COc1cc(C(=O)O)nc2ccccc12.Nc1nnn[nH]1,COc1cc(C(=O)Nc2nnn[nH]2)nc2ccccc12,1.2,106.0
COc1cc(C(=O)O)nc2ccc([N+](=O)[O-])cc12.Nc1nnn[nH]1,COc1cc(C(=O)Nc2nnn[nH]2)nc2ccc([N+](=O)[O-])cc12,1.0,152.0
COc1cc(C(=O)O)nc2c([N+](=O)[O-])cccc12.Nc1nnn[nH]1,COc1cc(C(=O)Nc2nnn[nH]2)nc2c([N+](=O)[O-])cccc12,1.0,152.0
COc1cc(C(=O)Nc2nnn[nH]2)nc2c(N)cccc12.COc1cc(C(=O)Nc2nnn[nH]2)nc2c([N+](=O)[O-])cccc12,COc1cc(C(=O)Nc2nnn[nH]2)nc2ccc(N)cc12,0.5,132.0
C=CCBr.CCOC(=O)c1cc(O)c2ccccc2n1,C=CCOc1cc(C(=O)OCC)nc2ccccc12,3.4,48.4
C=CCOc1cc(C(=O)O)nc2ccccc12.Nc1nnn[nH]1,C=CCOc1cc(C(=O)Nc2nnn[nH]2)nc2ccccc12,1.9,106.0
Nc1nnn[nH]1.O=COCCOc1cc(C(=O)O)nc2ccccc12,O=COCCOc1cc(C(=O)Nc2nnn[nH]2)nc2ccccc12,1.1,132.0
O=COCCOc1cc(C(=O)Nc2nnn[nH]2)nc2ccccc12,O=C(Nc1nnn[nH]1)c1cc(OCCO)c2ccccc2n1,0.5,126.0
CCCCOc1cc(C(=O)O)nc2ccccc12.Nc1nnn[nH]1,CCCCOc1cc(C(=O)Nc2nnn[nH]2)nc2ccccc12,2.5,106.0
CCN.O=C(Nc1nnn[nH]1)c1cc(Cl)c2ccccc2n1,CCNc1cc(C(=O)Nc2nnn[nH]2)nc2ccccc12,1.6,109.0
CN=C=S.NCCCNc1ccccn1,CNC(=S)NCCCNc1ccccn1,1.8,81.1
CN=C=S.NCCNCc1ccncc1,CNC(=S)NCCNCc1ccncc1,0.0,81.1
NCCN(C=O)Cc1ccccn1.NCCNC=O,CNC(=O)NCCNCc1ccccn1,-0.6,66.0
NCCCNc1ccccn1.O=C(N=C=S)c1ccccc1,O=C(NC(=S)NCCCNc1ccccn1)c1ccccc1,3.3,98.1
O=C(NC(=S)NCCCNc1ccccn1)c1ccccc1,NC(=S)NCCCNc1ccccn1,1.4,95.1
CCn1c2ccc(OC(C)=O)cc2c2cc(OC(C)=O)ccc21,CCn1c2ccc(O)cc2c2cc(O)ccc21,2.9,45.4
CCn1c2ccc(OC(C)=O)cc2c2cc(OC(C)=O)ccc21.ClCCBr.Clc1ccccc1,CCn1c2ccc(OCCCl)cc2c2cc(OCCCl)ccc21,4.8,23.4
CCn1c2ccc(C(C)=O)cc2c2cc(C(C)=O)ccc21.O=C(OO)c1cccc(Cl)c1,CCn1c2ccc(OC(C)=O)cc2c2cc(OC(C)=O)ccc21,3.1,57.5
O=C([O-])[O-].On1c(C(F)(F)F)nc2ncc(Cl)cc21,COn1c(C(F)(F)F)nc2ncc(Cl)cc21,2.7,39.9
BrCc1ccccc1.On1c(C(F)(F)F)nc2ncc(Cl)cc21,FC(F)(F)c1nc2ncc(Cl)cc2n1OCc1ccccc1,4.1,39.9
CC(=O)OC(C)=O.On1c(C(F)(F)F)nc2ncc(Cl)cc21,CC(=O)On1c(C(F)(F)F)nc2ncc(Cl)cc21,2.4,57.0
CCCCCCCC(=O)Cl.On1c(C(F)(F)F)nc2ncc(Cl)cc21,CCCCCCCC(=O)On1c(C(F)(F)F)nc2ncc(Cl)cc21,5.4,57.0
CS(=O)(=O)Cl.On1c(C(F)(F)F)nc2ncc(Cl)cc21,CS(=O)(=O)On1c(C(F)(F)F)nc2ncc(Cl)cc21,2.2,82.5
Nc1c(Br)nc2nc(C(F)(F)F)n(O)c2c1Br.O=C([O-])[O-],COn1c(C(F)(F)F)nc2nc(Br)c(N)c(Br)c21,3.1,66.0
CN=C=O.On1c(C(F)(F)F)nc2nc(Br)c(Cl)c(Br)c21,CNC(=O)On1c(C(F)(F)F)nc2nc(Br)c(Cl)c(Br)c21,4.0,69.0
CCOC(N)=S.O=C1CCCC(=O)C1Cl,O=C1CCCc2[nH]c(=O)sc21,0.6,71.5
CCOC(=O)C1CCCc2sc(=O)[nH]c21,O=C(O)C1CCCc2sc(=O)[nH]c21,0.5,91.7
CCO.Cc1[nH]c(-c2ccccc2)nc1CC(=O)O,CCOC(=O)Cc1nc(-c2ccccc2)[nH]c1C,2.3,55.0
CNC(=NCCSCc1[nH]cnc1C)NC#N.[O-][I+3]([O-])([O-])[O-],CNC(=NCCS(=O)Cc1[nH]cnc1C)NC#N,-1.1,125.0
CNC(=NCCSCc1nccs1)NC#N.[O-][I+3]([O-])([O-])[O-],CNC(=NCCS(=O)Cc1nccs1)NC#N,-0.6,138.0
O=S(=O)(Cl)c1c[nH]cn1.c1c[nH]cn1,O=S(=O)(c1c[nH]cn1)n1ccnc1,-0.3,89.0
Cc1ncc[nH]1.O=S(=O)(Cl)c1c[nH]cn1,Cc1nccn1S(=O)(=O)c1c[nH]cn1,0.1,89.0
CCc1nc(C)c[nH]1.O=S(=O)(Cl)c1c[nH]cn1,CCc1nc(C)cn1S(=O)(=O)c1c[nH]cn1,0.9,89.0
CCCc1ncc[nH]1.O=S(=O)(Cl)c1c[nH]cn1,CCCc1nccn1S(=O)(=O)c1c[nH]cn1,0.9,89.0
O=S(=O)(Cl)c1c[nH]cn1.c1ccc(-c2c[nH]cn2)cc1,O=S(=O)(c1c[nH]cn1)n1cnc(-c2ccccc2)c1,1.4,89.0
CC(C)c1ncc[nH]1.O=S(=O)(Cl)c1c[nH]cn1,CC(C)c1nccn1S(=O)(=O)c1c[nH]cn1,0.9,89.0
NC(=O)C(Cl)=C(Cl)Cl.O=C(Cl)C(=O)Cl,O=C=NC(=O)C(Cl)=C(Cl)Cl,3.5,46.5
COC(=O)Nc1nc2ccccc2[nH]1.O=C=NC(=O)C(Cl)=C(Cl)Cl,COC(=O)Nc1nc2ccccc2n1C(=O)NC(=O)C(Cl)=C(Cl)Cl,3.2,102.0
CN(C)c1ccc(C=O)c(O)c1.N#CCCl,CN(C)c1ccc(C=O)c(OCC#N)c1,1.3,53.3
CN(C)c1ccc(C=O)c(OCC#N)c1,CN(C)c1ccc2cc(C#N)oc2c1,2.5,40.2
CCOC(=O)c1cc2ccc(N(CC)CC)cc2o1.NN,CCN(CC)c1ccc2cc(C(=O)NN)oc2c1,2.0,71.5
Cc1c([N+](=O)[O-])c(Cl)nn1CO.O=S(Cl)Cl,Cc1c([N+](=O)[O-])c(Cl)nn1CCl,2.0,63.6
Cc1cc(Cl)n(CCCl)n1.O=[N+]([O-])O,Cc1nn(CCCl)c(Cl)c1[N+](=O)[O-],1.9,63.6
CC(=O)O[N+](=O)[O-].Cc1cc(Cl)n(-c2ccccc2)n1,Cc1nn(-c2ccccc2)c(Cl)c1[N+](=O)[O-],3.1,63.6
Cc1n[nH]c(Br)c1Br.O=[N+]([O-])O,Cc1n[nH]c(Br)c1[N+](=O)[O-],1.5,74.5
ClC(c1ccccc1)c1ccccc1.O=C1NCCN1,O=C1NCCN1C(c1ccccc1)c1ccccc1,2.5,32.3
ClCc1ccc2ccccc2c1.O=C1NCCN1,O=C1NCCN1Cc1ccc2ccccc2c1,2.1,32.3
CC(C)C[Al+]CC(C)C.O.O=C(O)c1ccc2c(Br)cccc2c1,OCc1cccc2cc(Br)ccc12,3.1,20.2
O=S(Cl)Cl.OCc1cccc2cc(Br)ccc12,ClCc1cccc2cc(Br)ccc12,4.3,0.0
Fc1ccccc1CCl.O=C1NCCN1,O=C1NCCN1Cc1ccccc1F,0.9,32.3
BrCc1ccc(Br)cc1.O=C1NCCN1,O=C1NCCN1Cc1ccc(Br)cc1,1.5,32.3
ClCc1c(Cl)cccc1Cl.O=C1NCCN1,O=C1NCCN1Cc1c(Cl)cccc1Cl,2.1,32.3
ClCc1ccc(Cl)cc1Cl.O=C1NCCN1,O=C1NCCN1Cc1ccc(Cl)cc1Cl,2.1,32.3
O=C1NCCN1.O=[N+]([O-])c1ccc(O)c(CBr)c1,O=C1NCCN1Cc1cc([N+](=O)[O-])ccc1O,0.3,98.4
ClCc1ccc(OCc2ccccc2)cc1.O=C1NCCN1,O=C1NCCN1Cc1ccc(OCc2ccccc2)cc1,2.3,41.6
N#Cc1ccc(CBr)cc1.O=C1NCCN1,N#Cc1ccc(CN2CCNC2=O)cc1,0.5,56.1
COc1cccc(C2(C(N)=O)CCC(=O)CC2)c1,COc1cccc(C23CCC(=O)C(C2)NC3=O)c1,1.0,55.4
CCO.COc1cccc(C2(C#N)CCC3(CC2)OCCO3)c1,COc1cccc(C2(C(N)=O)CCC3(CC2)OCCO3)c1,1.2,70.8
BrBr.COc1cccc(C2(C(N)=O)CCC(=O)CC2)c1,COc1cccc(C2(C(N)=O)CCC(=O)C(Br)C2)c1,1.6,69.4
COc1cccc(C23CCC(=O)C(C2)NC3=O)c1.NN,COc1cccc(C23CCC(=NN)C(C2)NC3=O)c1,1.0,76.7
COc1cccc(C23CCC(=NN)C(C2)NC3=O)c1,COc1cccc(C23CCCC(C2)NC3=O)c1,2.0,38.3
CI.COc1cccc(C23CCCC(C2)NC3=O)c1,COc1cccc(C23CCCC(C2)N(C)C3=O)c1,2.2,29.5
CN.COC(=O)C1(c2cccc(OC)c2)CCCC(=O)C1,CNC1CCCC(C(=O)OC)(c2cccc(OC)c2)C1,2.4,47.6
CN.COC(=O)C1(c2cccc(OC)c2)CCCC(=O)C1,COc1cccc(C23CCCC(C2)N(C)C3=O)c1,2.2,29.5
CI.COc1cccc(C23CCCC(C2)N(C)C3=O)c1,C=C1N(C)C2CCCC1(c1cccc(OC)c1)C2,3.7,12.5
CCI.COc1cccc(C23CCCC(C2)N(C)C3=O)c1,CC=C1N(C)C2CCCC1(c1cccc(OC)c1)C2,4.0,12.5
CI.COc1cccc(C23CCCC(C2)N(Cc2ccccc2)C3=O)c1,COc1cccc(C23CCCC(C2)N(Cc2ccccc2)C3C)c1,5.0,12.5
COc1cccc(C23CCCC(C2)N(Cc2ccccc2)C3C)c1,COc1cccc(C23CCCC(C2)NC3C)c1,3.0,21.3
COc1cccc(C23CCCC(C2)N(C)C3)c1,CN1CC2(c3cccc(O)c3)CCCC1C2,2.7,23.5
COc1cccc(C23CCCC(C2)N(C)C3C)c1,CC1N(C)C2CCCC1(c1cccc(O)c1)C2,3.1,23.5
CCCCCC(=O)Cl.Oc1cccc(C23CCCC(C2)NC3)c1,CCCCCCN1CC2(c3cccc(O)c3)CCCC1C2,5.0,23.5
O=C(Cl)C1CCC1.Oc1cccc(C23CCCC(C2)NC3)c1,Oc1cccc(C23CCCC(C2)N(CC2CCC2)C3)c1,4.0,23.5
O=C1c2ccccc2CC1Br.O=Cc1ccc(Cl)cc1,O=C1c2ccccc2CC12OC2c1ccc(Cl)cc1,3.4,29.6
O=C1C(=Cc2ccncc2)CCc2ccccc21.OO,O=C1c2ccccc2CCC12OC2c1ccncc1,2.1,42.5
NN.O=C1c2ccccc2CCC12OC2c1ccncc1,c1ccc2c(c1)CCc1c-2n[nH]c1-c1ccncc1,2.8,41.6
Cc1ccc(C(=O)Oc2ccccc2)cc1.O=C1CCc2ccccc21,Cc1ccc(C(=O)C2Cc3ccccc3C2=O)cc1,3.6,34.1
Cc1ccc(C(=O)C2Cc3ccccc3C2=O)cc1.NN,Cc1ccc(-c2[nH]nc3c2Cc2ccccc2-3)cc1,3.9,28.7
O=C1CCCc2ccccc21.O=Cc1ccncc1,O=C1C(=Cc2ccncc2)CCc2ccccc21,3.0,30.0
c1ccc2c(c1)CCCc1c-2n[nH]c1-c1ccncc1,c1ccc2c(c1)CCc1c-2n[nH]c1-c1ccncc1,2.8,41.6
COc1cc(OC)cc(C(C)CCCc2ccc(F)cc2)c1,CC(CCCc1ccc(F)cc1)c1cc(O)cc(O)c1,4.9,40.5
COc1cc(OC)cc(C(C)(O)C(C)CCc2ccc(F)cc2)c1,COc1cc(OC)cc(C(C)C(C)CCc2ccc(F)cc2)c1,5.8,18.5
C=CC(=O)O.Nc1ccc(Cl)c(C(F)(F)F)c1,O=C(O)C=Cc1ccc(Cl)c(C(F)(F)F)c1,3.4,37.3
CC(CCCc1ccc(F)cc1)C1=CC(O)(O)C2=C3CNCCC3C(C)(C)OC2=C1.CC(Cl)=CCCl,CC(CCCc1ccc(F)cc1)C1=CC(O)(O)C2=C3CN(CC=CCl)CCC3C(C)(C)OC2=C1,4.2,52.9
BrCC1CC1.CC(CCCc1ccc(F)cc1)C1=CC(O)(O)C2=C3CNCCC3C(C)(C)OC2=C1,CC(CCCc1ccc(F)cc1)C1=CC(O)(O)C2=C3CN(CC4CC4)CCC3C(C)(C)OC2=C1,4.0,52.9
C#CCN1CCC2C(=C3C(=CC(C(C)CCCc4ccc(F)cc4)=CC3(O)O)OC2(C)C)C1,CCCN1CCC2C(=C3C(=CC(C(C)CCCc4ccc(F)cc4)=CC3(O)O)OC2(C)C)C1,4.2,52.9
CC(CCCc1ccc(F)cc1)C1=CC(O)(O)C2=C3CNCCC3C(C)(C)OC2=C1.COc1cc(C=CCCl)cc(OC)c1OC,COc1cc(C=CCN2CCC3C(=C4C(=CC(C(C)CCCc5ccc(F)cc5)=CC4(O)O)OC3(C)C)C2)cc(OC)c1OC,5.3,80.6
CC(CCCc1ccc(F)cc1)C1=CC(O)(O)C2=C3CNCCC3C(C)(C)OC2=C1.O=C(Cl)C1CCC1,CC(CCCc1ccc(F)cc1)C1=CC(O)(O)C2=C3CN(C(=O)C4CCC4)CCC3C(C)(C)OC2=C1,3.7,70.0
C=C(C)C=C(C)OC(C)=O.CC(C)=CCO,CC(=O)C=C(C)CCC=C(C)C,3.3,17.1
CC(C)=CCO.CCOC(C)(C)CC(C)(OCC)OCC,CC(=O)C=C(C)CCC=C(C)C,3.3,17.1
C=C(C)CC(C)(OCCC)OCCC.CC(C)=CCO,CC(=O)C=C(C)CCC=C(C)C,3.3,17.1
CC(=O)OC(C)=O.O=C(O)c1cc(Cl)ccc1O,CC(=O)Oc1ccc(Cl)cc1C(=O)O,1.8,63.6
CC(=O)Oc1ccccc1C(=O)Cl.N#CCC#N,N#Cc1c(N)oc2ccccc2c1=O,1.6,76.1
N#Cc1c(N)oc2ccccc2c1=O.O=S(=O)(O)O,NC(=O)c1c(N)oc2ccccc2c1=O,1.3,95.4
CC(=O)Oc1ccc(Cl)cc1C(=O)Cl.N#CCC#N,N#Cc1c(N)oc2ccc(Cl)cc2c1=O,2.2,76.1
COc1cccc(C(=O)Cl)c1OC(C)=O.N#CCC#N,COc1cccc2c(=O)c(C#N)c(N)oc12,1.5,85.3
CC(C)(C)C(=O)CBr.CC(C)(C)S,CC(C)(C)SCC(=O)C(C)(C)C,3.0,42.4
C1CCNC1.CNC(=O)C(C(Br)=NO)C(C)(C)C,CNC(=O)C(C(=NO)N1CCCC1)C(C)(C)C,1.7,64.9
CC(C)(C)C(=O)CBr.NO,CC(C)(C)C(CBr)=NO,2.4,32.6
CC(C)(C)C(CBr)=NO.O=N[O-],CC(C)(C)C(C[N+](=O)[O-])=NO,1.6,78.4
CNC(=O)C(C(O)=NO)C(C)(C)C.CS(=O)(=O)Cl,CNC(=O)C(C(=NO)OS(C)(=O)=O)C(C)(C)C,1.1,113.0
CCOC(=O)CCCCC1CCCC1=O,O=C(O)CCCCC1CCCC1=O,1.2,54.4
Cc1ccc(S(=O)(=O)O)cc1.O=C(O)CCCCC1CCCC1=O,CCOC(=O)CCCCC1CCCC1=O,1.9,43.4
Cc1ccc(S(=O)(=O)O)cc1.O=C(O)CCCC1CCCC1=O,CCOC(=O)CCCC1CCCC1=O,1.3,43.4
CC(=O)OC(C)=O.CCOC(=O)CCCCCCC1CCCC1=O,CCOC(=O)CCCCCCC1=C(OC(C)=O)CCC1,3.2,52.6
CC(=O)OC(C)=O.CCOC(=O)CCCC1CCCC1=O,CCOC(=O)CCCC1=C(OC(C)=O)CCC1,1.6,52.6
CC(=O)OC(C)=O.CCOC(=O)CCCCC1CCCC1=O,CCOC(=O)CCCCC1=C(OC(C)=O)CCC1,2.1,52.6
Cc1ccc(S(=O)(=O)O)cc1.O=C(O)CCCCCC1=CCCC1=O,CCOC(=O)CCCCCC1=CCCC1=O,2.4,43.4
CC(=O)OCCCCCC1CCCC1=O.O=C1CCCC1CCCCCO,CC(=O)OCCCCCC1=C(OC(C)=O)CCC1,2.2,52.6
CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)OC(C)(C)C,CCCCCC(O)CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC,5.3,63.6
CCCCCC(O)CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC,CCCCCC(O)CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)O,4.6,74.6
CCCCC[C@@H](CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OC)OC(C)=O,CCCCC[C@H](O)CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OC,4.9,63.6
CCCCCC(O)CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC.OCCO,CCCCCC(O)CC[C@H]1CC2OCCOC2[C@@H]1CCCCCCC(=O)OCC,5.4,65.0
CCCCCC(O)CC[C@H]1CC2OCCOC2[C@@H]1CCCCCCC(=O)OCC,CCCCCC(=O)CC[C@H]1CC2OCCOC2[C@@H]1CCCCCCC(=O)OCC,4.9,61.8
CCCCCC(=O)CC[C@H]1CC2OCCOC2[C@@H]1CCCCCCC(=O)OCC.CI,CCCCCC(C)(O)CC[C@H]1CC2OCCOC2[C@@H]1CCCCCCC(=O)OCC,5.6,65.0
CCCCCC(C)(O)CC[C@H]1CC2OCCOC2[C@@H]1CCCCCCC(=O)OCC,CCCCCC(C)(O)CC[C@H]1CC2OCCOC2[C@@H]1CCCCCCC(=O)O,4.9,76.0
CCCCC[C@H](O)CC[C@H]1CCC2(OCCO2)[C@@H]1CCCCCCC(=O)OC,CCCCCC(=O)CC[C@H]1CCC2(OCCO2)[C@@H]1CCCCCCC(=O)OC,4.8,61.8
CCCCCC(C)(O)CC[C@H]1CCC2(OCCO2)[C@@H]1CCCCCCC(=O)OC,CCCCCC(C)(O)CC[C@H]1CCC2(OCCO2)[C@@H]1CCCCCCC(=O)O,5.1,76.0
CCCCC[C@@H](CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OC)OC(C)=O.Cc1ccccc1S(=O)(=O)O.OCc1ccccc1,CCCCC[C@@H](CC[C@H]1CCC(OCc2ccccc2)(OCc2ccccc2)[C@@H]1CCCCCCC(=O)OC)OC(C)=O,9.1,71.1
CCCCCC(CCI)OC(C)(C)C.CCOC(=O)CCCCCCC1=CCCC1=O,CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)OC(C)(C)C,6.8,52.6
C=C(C)C.CCCC(O)CCI,CCCC(CCI)OC(C)(C)C,3.8,9.2
CCCCCC(O)CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC.CS(=O)(=O)Cl,CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)OS(C)(=O)=O,5.4,95.1
CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)OS(C)(=O)=O.[N-]=[N+]=[N-],CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)N=[N+]=[N-],6.8,57.7
CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)OS(C)(=O)=O.[Cl-],CCCCCC(Cl)CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC,6.6,43.4
CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)OS(C)(=O)=O.N#C[S-],CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)SC#N,6.7,92.5
CC(C)=O.CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)OS(C)(=O)=O.O=C([O-])Cc1cccs1,CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)SC(C)=O,6.4,85.7
CCCCCC(CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC)SC(C)=O,CCCCCC(S)CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)OCC,6.3,44.4
CCCCCC(O)CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)O,CCCCCC(O)CC[C@H]1CC[C@H](O)[C@@H]1CCCCCCC(=O)O,4.9,77.8
CCCCCC(O)CC[C@H]1CC[C@@H](O)[C@@H]1CCCCCCC(=O)OCC,CCCCCC(O)CC[C@H]1CC[C@@H](O)[C@@H]1CCCCCCC(=O)O,4.9,77.8
Cc1ccc(C)c(O)c1C.O=[N+]([O-])O,CC1=CC(=O)C(C)=C(C)C1=O,1.8,34.1
Cc1cc(Cl)c(C)c(C)c1O.O=[Cr](=O)(O)O,CC1=CC(=O)C(C)=C(C)C1=O,1.8,34.1
Cc1cc(Cl)c(C)c(C)c1O.O=[N+]([O-])O,CC1=CC(=O)C(C)=C(C)C1=O,1.8,34.1
Cc1ccc(C)c(O)c1C.O=[N+]([O-])O,CC1=CC(=O)C(C)=C(C)C1=O,1.8,34.1
Cc1ccc(C)c(O)c1C.O=[N+]([O-])O,CC1=CC(=O)C(C)=C(C)C1=O,1.8,34.1
COC(=O)CCCCCCC1=C(C=Cc2ccccc2)C(O)CC1=O.[O-][I+3]([O-])([O-])[O-],COC(=O)CCCCCCC1=C(C=O)C(O)CC1=O,1.2,80.7
CC(=O)C=Cc1ccccc1.O=[Se](O)O,O=CC(=O)C=Cc1ccccc1,1.9,34.1
O=C(O)CCCCCCCC(=O)CC(O)C(=O)C=Cc1ccccc1,O=C(O)CCCCCCC1=C(C=Cc2ccccc2)C(O)CC1=O,3.0,74.6
O=C(O)CCCCCCC1=C(C=Cc2ccccc2)C(O)CC1=O.[O-][I+3]([O-])([O-])[O-],O=CC1=C(CCCCCCC(=O)O)C(=O)CC1O,0.9,91.7
COC(=O)CCCCCCC1=C(C=Cc2ccccc2)C(O)CC1=O.[O-][I+3]([O-])([O-])[O-],COC(=O)CCCCCCC1=C(C=O)C(O)CC1=O,1.2,80.7
O=C(O)CCC1CC(c2ccccc2)CCC1=O,O=C1CCC2(CC1)CCC(=O)c1ccccc12,2.0,34.1
O=C1CCC2(CCCc3ccccc32)CC1,OC1CCC2(CCCc3ccccc32)CC1,3.7,20.2
O=C1CCC2(CC1)Cc1ccccc1C2,OC1CCC2(CC1)Cc1ccccc1C2,2.9,20.2
O=C1CCC2(CC1)Cc1ccccc1C2.O=[N+]([O-])O,O=C1CCC2(CC1)Cc1ccc([N+](=O)[O-])cc1C2,2.3,62.9
O=C1CCC2(CC1)CC(=O)c1ccccc1C2,O=C1CCC2(CC1)CC(=O)C1CC=CC=C1C2,1.5,34.1
